1027.000000	1391.000000
1083.000000	1390.000000
1142.000000	1389.000000
1198.000000	1388.000000
1254.000000	1386.000000
1311.000000	1385.000000
1368.000000	1383.000000
1424.000000	1382.000000
1481.000000	1381.000000
1537.000000	1379.000000
1595.000000	1379.000000
1652.000000	1378.000000
1708.000000	1376.000000
1765.000000	1375.000000
1026.000000	1335.000000
1082.000000	1334.000000
1140.000000	1333.000000
1196.000000	1331.000000
1253.000000	1329.000000
1310.000000	1328.000000
1366.000000	1326.000000
1424.000000	1325.000000
1480.000000	1324.000000
1536.000000	1322.000000
1593.000000	1322.000000
1650.000000	1321.000000
1707.000000	1319.000000
1762.000000	1318.000000
1025.000000	1278.000000
1081.000000	1276.000000
1138.000000	1275.000000
1195.000000	1273.000000
1252.000000	1272.000000
1308.000000	1271.000000
1364.000000	1269.000000
1422.000000	1268.000000
1478.000000	1268.000000
1535.000000	1267.000000
1592.000000	1266.000000
1649.000000	1265.000000
1705.000000	1263.000000
1761.000000	1261.000000
1023.000000	1220.000000
1080.000000	1219.000000
1137.000000	1219.000000
1194.000000	1217.000000
1250.000000	1215.000000
1307.000000	1214.000000
1364.000000	1213.000000
1421.000000	1212.000000
1477.000000	1211.000000
1534.000000	1210.000000
1591.000000	1209.000000
1647.000000	1207.000000
1704.000000	1206.000000
1762.000000	1205.000000
1021.000000	1164.000000
1079.000000	1162.000000
1135.000000	1162.000000
1192.000000	1161.000000
1249.000000	1159.000000
1306.000000	1158.000000
1363.000000	1156.000000
1419.000000	1155.000000
1475.000000	1154.000000
1533.000000	1153.000000
1589.000000	1152.000000
1647.000000	1150.000000
1703.000000	1149.000000
1759.000000	1147.000000
1021.000000	1107.000000
1077.000000	1106.000000
1134.000000	1104.000000
1190.000000	1103.000000
1247.000000	1102.000000
1305.000000	1100.000000
1360.000000	1100.000000
1418.000000	1098.000000
1474.000000	1097.000000
1531.000000	1096.000000
1588.000000	1095.000000
1645.000000	1094.000000
1701.000000	1093.000000
1758.000000	1092.000000
1019.000000	1050.000000
1076.000000	1049.000000
1132.000000	1048.000000
1190.000000	1047.000000
1245.000000	1045.000000
1303.000000	1044.000000
1359.000000	1043.000000
1417.000000	1042.000000
1473.000000	1040.000000
1531.000000	1040.000000
1587.000000	1038.000000
1644.000000	1037.000000
1700.000000	1036.000000
1758.000000	1033.000000
1017.000000	994.000000
1074.000000	992.000000
1131.000000	992.000000
1188.000000	990.000000
1245.000000	989.000000
1303.000000	988.000000
1359.000000	987.000000
1415.000000	985.000000
1472.000000	984.000000
1529.000000	983.000000
1586.000000	981.000000
1643.000000	979.000000
1699.000000	979.000000
1756.000000	978.000000
1017.000000	936.000000
1073.000000	935.000000
1130.000000	934.000000
1187.000000	933.000000
1244.000000	932.000000
1300.000000	931.000000
1357.000000	930.000000
1414.000000	929.000000
1471.000000	927.000000
1527.000000	926.000000
1585.000000	924.000000
1641.000000	923.000000
1698.000000	923.000000
1754.000000	920.000000
1016.000000	881.000000
1073.000000	879.000000
1129.000000	878.000000
1186.000000	877.000000
1244.000000	875.000000
1299.000000	874.000000
1357.000000	873.000000
1413.000000	872.000000
1469.000000	871.000000
1527.000000	870.000000
1582.000000	867.000000
1640.000000	865.000000
1696.000000	864.000000
1753.000000	863.000000
1016.000000	823.000000
1073.000000	822.000000
1128.000000	821.000000
1185.000000	820.000000
1241.000000	819.000000
1298.000000	817.000000
1354.000000	818.000000
1412.000000	817.000000
1468.000000	815.000000
1524.000000	812.000000
1581.000000	811.000000
1638.000000	809.000000
1695.000000	808.000000
1752.000000	805.000000
1014.000000	766.000000
1071.000000	765.000000
1127.000000	765.000000
1184.000000	763.000000
1241.000000	761.000000
1296.000000	760.000000
1353.000000	760.000000
1409.000000	759.000000
1466.000000	757.000000
1522.000000	755.000000
1579.000000	754.000000
1636.000000	752.000000
1693.000000	752.000000
1749.000000	751.000000
